,ctdpf_ckl_seawater_temperature,practical_salinity,ctdpf_ckl_seawater_conductivity,density,Label
"(1169238.651, 1169338.655]",3.3343649999999987,34.26788620913444,3.169736400000001,1030.8612329783025,1
"(1169338.655, 1169438.658]",3.390612,34.25604197962801,3.1726408000000004,1030.736298957868,1
"(1169438.658, 1169538.661]",3.4600049999999998,34.239227672779386,3.1762759000000007,1030.6055906318618,1
"(1169538.661, 1169638.664]",3.515978,34.22277472969921,3.178769300000001,1030.4771131544092,1
"(1169638.664, 1169738.668]",3.5671870000000006,34.20729580544506,3.1809316,1030.350581242342,1
"(1169738.668, 1169838.671]",3.6113219999999995,34.18844640661135,3.1822095000000012,1030.224235883722,1
"(1169838.671, 1169938.674]",3.649735,34.17148969429681,3.1831320999999986,1030.0988863106932,1
"(1169938.674, 1170038.678]",3.704861,34.15166404015337,3.1852617999999997,1029.9680524727416,1
"(1170038.678, 1170138.681]",3.772653000000001,34.13404943557232,3.1886800999999974,1029.8371130132202,1
"(1170138.681, 1170238.684]",3.825376000000002,34.11238044303644,3.1904359000000024,1029.7047364381851,1
"(1170238.684, 1170338.688]",3.8388459999999993,34.09338456422709,3.1889758000000006,1029.5786604762604,1
"(1170338.688, 1170438.691]",3.8298940000000004,34.06551516144833,3.1848052999999994,1029.4481231207772,1
"(1170438.691, 1170538.694]",3.8017359999999996,34.03493881790282,3.1787275999999993,1029.3172888914341,1
"(1170538.694, 1170638.698]",3.823122999999998,34.01212992984529,3.1776305000000007,1029.1867781109577,1
"(1170638.698, 1170738.701]",3.8904790000000014,33.9969047898691,3.1811839999999996,1029.057025269625,1
"(1170738.701, 1170838.704]",3.9634249999999995,33.97540908213532,3.1847024000000004,1028.9224945171954,1
"(1170838.704, 1170938.707]",3.967811000000001,33.94467728423663,3.1814500000000003,1028.7884567670237,1
"(1170938.707, 1171038.711]",3.960855999999999,33.91322615481931,3.1771469999999993,1028.6550474340106,1
"(1171038.711, 1171138.714]",3.9274009999999997,33.873015339951706,3.169796900000002,1028.5176905722221,1
"(1171138.714, 1171238.717]",3.9117410000000006,33.847158179410314,3.1654631999999987,1028.4160763143611,1
