File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,latitude,longitude,station,INS:LOCATION,sea_water_pressure,sea_water_temperature,Salinity:Practical:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],moles_of_oxygen_per_unit_mass_in_sea_water,mass_concentration_of_chlorophyll,Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1607.0,2.2262,34.5267,27.6,67.9,0.66,28.7,0.037000000000000005,0.11900000000000001,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1607.0,2.2355,34.525,27.5979,67.7,0.64,28.0,0.037000000000000005,0.133,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1607.0,2.2193,34.528,27.6016,67.9,0.67,29.1,0.037000000000000005,0.131,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1608.0,2.235,34.5252,27.5981,67.7,0.65,28.2,0.037000000000000005,0.147,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1608.0,2.219,34.5281,27.6017,67.8,0.67,29.3,0.037000000000000005,0.14,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1608.1,2.225,34.5268,27.6002,67.9,0.66,28.6,0.034,0.138,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1608.3,2.2083,34.5304,27.6045,67.9,0.67,29.2,0.025,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1608.9,2.2241,34.527,27.6004,67.8,0.66,28.8,0.037000000000000005,0.132,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1609.0,2.2078,34.5306,27.6047,67.9,0.67,29.1,0.024,0.145,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1609.0,2.2342,34.5252,27.5982,67.7,0.65,28.1,0.032,0.128,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1609.0,2.218,34.5283,27.601999999999997,67.8,0.67,29.1,0.037000000000000005,0.151,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1609.8,2.234,34.5251,27.5981,67.7,0.64,27.8,0.035,0.11699999999999999,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1610.0,2.2074,34.5308,27.6049,67.7,0.67,29.2,0.027000000000000003,0.134,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1610.0,2.2238,34.5272,27.6006,67.8,0.67,28.9,0.037000000000000005,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1610.0,2.2174,34.5281,27.6019,67.8,0.67,29.3,0.037000000000000005,0.14800000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1611.0,2.2072,34.531,27.605,66.9,0.67,29.3,0.031,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1611.0,2.2236,34.5273,27.6007,67.9,0.67,28.9,0.037000000000000005,0.152,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1611.0,2.2173,34.5283,27.601999999999997,67.8,0.68,29.4,0.037000000000000005,0.12300000000000001,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1611.5,2.2339,34.5251,27.5981,67.6,0.65,28.1,0.037000000000000005,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1612.0,2.2069,34.5311,27.6051,67.9,0.67,29.2,0.024,0.16,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1612.0,2.2228,34.5275,27.601,67.9,0.66,28.8,0.037000000000000005,0.145,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1612.0,2.2333,34.5254,27.5984,67.7,0.65,28.2,0.036000000000000004,0.14,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1612.0,2.2173,34.5283,27.601999999999997,67.8,0.67,29.2,0.037000000000000005,0.155,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1613.0,2.2063,34.5312,27.6053,67.9,0.67,29.3,0.024,0.125,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1613.0,2.222,34.5276,27.6011,67.9,0.67,29.0,0.032,0.139,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1613.0,2.2328,34.5255,27.5985,67.7,0.65,28.4,0.024,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1613.0,2.217,34.5284,27.6021,67.8,0.68,29.4,0.037000000000000005,0.142,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1614.0,2.2213,34.5277,27.6012,67.9,0.67,29.1,0.034,0.134,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1614.0,2.2314,34.5258,27.5989,67.7,0.65,28.4,0.034,0.135,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1614.0,2.2158,34.5288,27.6026,67.6,0.68,29.5,0.037000000000000005,0.152,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1614.1,2.206,34.5312,27.6053,67.7,0.67,29.2,0.024,0.13,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1615.0,2.2052,34.5314,27.6055,67.8,0.67,29.2,0.026000000000000002,0.129,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1615.0,2.2195,34.528,27.6016,67.9,0.67,29.2,0.037000000000000005,0.151,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1615.0,2.2311,34.5259,27.599,67.7,0.65,28.4,0.037000000000000005,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1615.0,2.2144,34.529,27.6028,67.9,0.68,29.6,0.037000000000000005,0.133,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1616.0,2.2038,34.5317,27.6059,67.9,0.68,29.3,0.024,0.13699999999999998,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1616.0,2.2195,34.5281,27.6017,67.9,0.67,29.0,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1616.0,2.2307,34.5261,27.5992,67.7,0.65,28.4,0.034,0.12300000000000001,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1616.0,2.2124,34.5292,27.6032,67.8,0.68,29.7,0.037000000000000005,0.154,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1617.0,2.2027,34.532,27.6062,67.9,0.68,29.4,0.03,0.154,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1617.0,2.2195,34.5281,27.6017,67.8,0.67,29.3,0.037000000000000005,0.14400000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1617.0,2.2117,34.5293,27.6033,67.8,0.69,29.8,0.037000000000000005,0.152,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1617.1,2.2304,34.525999999999996,27.5991,67.7,0.65,28.4,0.034,0.139,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1617.9,2.2018,34.532,27.6063,67.9,0.69,29.8,0.025,0.156,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1618.0,2.2196,34.528,27.6016,67.9,0.67,29.2,0.037000000000000005,0.142,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1618.0,2.2306,34.5259,27.599,67.7,0.65,28.4,0.037000000000000005,0.157,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1618.0,2.2104,34.5297,27.6037,67.8,0.69,29.8,0.037000000000000005,0.149,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1619.0,2.2003,34.5324,27.6067,67.9,0.69,29.8,0.026000000000000002,0.14300000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1619.0,2.2189,34.5282,27.6018,67.9,0.68,29.4,0.037000000000000005,0.133,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1619.0,2.2305,34.525999999999996,27.5991,67.7,0.65,28.4,0.037000000000000005,0.145,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1619.0,2.2095,34.5298,27.6039,67.8,0.69,29.9,0.037000000000000005,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1620.0,2.2,34.5326,27.6069,67.9,0.68,29.6,0.025,0.154,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1620.0,2.2181,34.5285,27.6021,67.9,0.67,29.2,0.037000000000000005,0.13699999999999998,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1620.0,2.23,34.5262,27.5993,67.7,0.66,28.6,0.037000000000000005,0.14800000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1620.0,2.2093,34.53,27.6041,67.8,0.69,30.0,0.037000000000000005,0.153,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1621.0,2.1989,34.5327,27.6071,67.9,0.69,30.0,0.027999999999999997,0.139,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1621.0,2.2166,34.5287,27.6024,67.9,0.68,29.4,0.034,0.149,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1621.0,2.2088,34.5302,27.6043,67.8,0.69,29.9,0.037000000000000005,0.14400000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1621.1,2.2291,34.5262,27.5994,67.7,0.66,28.7,0.037000000000000005,0.14,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1621.6,2.1985,34.5326,27.607,67.9,0.69,29.9,0.024,0.13699999999999998,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1622.0,2.2149,34.5291,27.6029,67.8,0.68,29.6,0.037000000000000005,0.156,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1622.0,2.2279,34.5264,27.5997,67.7,0.66,28.8,0.031,0.141,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1622.0,2.2087,34.5302,27.6043,67.8,0.69,29.8,0.037000000000000005,0.122,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1623.0,2.1971,34.5329,27.6074,67.9,0.69,29.8,0.024,0.146,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1623.0,2.2139,34.5293,27.6031,67.9,0.68,29.5,0.034,0.131,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1623.0,2.2259,34.527,27.6003,67.7,0.66,28.8,0.037000000000000005,0.14,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1623.0,2.2086,34.53,27.6041,67.8,0.69,30.2,0.035,0.128,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1624.0,2.1957,34.5335,27.608,67.9,0.69,29.9,0.024,0.128,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1624.0,2.2133,34.5294,27.6032,67.9,0.68,29.6,0.036000000000000004,0.157,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1624.0,2.2237,34.5274,27.6008,67.7,0.67,28.9,0.03,0.15,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1624.0,2.2081,34.5301,27.6042,67.8,0.69,29.9,0.037000000000000005,0.14400000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1625.0,2.1935,34.5341,27.6086,67.8,0.69,29.9,0.024,0.156,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1625.0,2.213,34.5294,27.6033,67.9,0.68,29.6,0.031,0.14800000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1625.0,2.2225,34.5277,27.6011,67.7,0.67,28.9,0.037000000000000005,0.129,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1625.0,2.2074,34.5305,27.6046,67.8,0.69,30.0,0.037000000000000005,0.14,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1625.9,2.2219,34.5276,27.6011,67.7,0.67,29.0,0.031,0.133,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1626.0,2.2128,34.5294,27.6033,67.9,0.68,29.7,0.031,0.14300000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1626.0,2.2068,34.5307,27.6048,67.9,0.69,30.1,0.037000000000000005,0.13699999999999998,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1626.1,2.193,34.534,27.6086,67.9,0.69,29.9,0.024,0.153,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1627.0,2.1928,34.5339,27.6085,67.9,0.69,30.0,0.027000000000000003,0.142,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1627.0,2.2128,34.5296,27.6034,67.9,0.68,29.7,0.037000000000000005,0.136,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1627.0,2.2216,34.5278,27.6013,67.7,0.67,29.3,0.037000000000000005,0.131,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1627.0,2.205,34.5311,27.6053,67.9,0.69,30.1,0.037000000000000005,0.133,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1628.0,2.2125,34.5296,27.6035,67.9,0.69,29.8,0.037000000000000005,0.115,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1628.0,2.2207,34.5281,27.6016,67.7,0.67,29.2,0.033,0.158,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1628.0,2.2038,34.5313,27.6055,67.8,0.7,30.2,0.037000000000000005,0.138,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1628.1,2.1926,34.5341,27.6087,67.9,0.69,29.9,0.026000000000000002,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1628.9,2.1923,34.5342,27.6088,67.9,0.69,30.0,0.025,0.13,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1629.0,2.2106,34.53,27.6039,67.9,0.69,29.9,0.037000000000000005,0.115,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1629.0,2.2198,34.5283,27.6018,67.7,0.67,29.2,0.026000000000000002,0.147,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1629.1,2.2033,34.5312,27.6055,67.9,0.69,30.2,0.037000000000000005,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1629.9,2.2029,34.5313,27.6056,67.8,0.7,30.2,0.037000000000000005,0.15,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1630.0,2.1916,34.5345,27.6091,67.9,0.69,30.1,0.024,0.14,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1630.0,2.2073,34.5305,27.6046,67.9,0.69,29.8,0.037000000000000005,0.135,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1630.0,2.2188,34.5285,27.6021,67.7,0.68,29.3,0.037000000000000005,0.14800000000000002,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1630.7,2.2179,34.5285,27.6022,67.7,0.67,29.1,0.028999999999999998,0.141,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1631.0,2.1911,34.5346,27.6092,67.9,0.69,30.0,0.024,0.145,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1631.0,2.2063,34.5309,27.605,67.8,0.69,29.9,0.037000000000000005,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1631.0,2.2026,34.5315,27.6058,67.9,0.7,30.3,0.037000000000000005,0.133,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1632.0,2.1905,34.5346,27.6093,67.9,0.69,30.2,0.024,0.14400000000000002,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1632.0,2.2058,34.5311,27.6052,67.9,0.69,29.8,0.037000000000000005,0.13,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1632.0,2.2174,34.5287,27.6024,67.7,0.68,29.5,0.034,0.141,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1632.0,2.2019,34.5318,27.6061,67.9,0.7,30.4,0.037000000000000005,0.159,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1633.0,2.1899,34.5348,27.6095,67.9,0.69,30.2,0.024,0.15,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1633.0,2.2056,34.5311,27.6052,67.9,0.69,30.0,0.037000000000000005,0.13,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1633.0,2.2165,34.529,27.6027,67.7,0.68,29.5,0.035,0.131,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1633.0,2.2001,34.5321,27.6065,67.9,0.7,30.4,0.037000000000000005,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1634.0,2.1894,34.5349,27.6096,67.9,0.69,30.1,0.024,0.152,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1634.0,2.2053,34.5313,27.6054,67.9,0.69,30.1,0.032,0.146,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1634.0,2.2148,34.5292,27.603,67.7,0.68,29.6,0.037000000000000005,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1634.0,2.1989,34.5324,27.6068,67.8,0.7,30.5,0.037000000000000005,0.14,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1635.0,2.1889,34.535,27.6097,67.9,0.69,30.2,0.024,0.142,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1635.0,2.205,34.5312,27.6054,67.9,0.69,29.8,0.026000000000000002,0.142,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1635.0,2.1976,34.5327,27.6072,67.9,0.71,30.8,0.037000000000000005,0.133,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1635.1,2.2136,34.5294,27.6032,67.7,0.68,29.6,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1635.9,2.2112,34.5301,27.604,67.7,0.68,29.7,0.037000000000000005,0.141,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1636.0,2.2044,34.5314,27.6056,67.9,0.69,30.1,0.037000000000000005,0.136,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1636.0,2.1954,34.5331,27.6077,67.8,0.7,30.4,0.037000000000000005,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1636.1,2.189,34.5349,27.6096,67.9,0.69,30.1,0.027000000000000003,0.14,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1637.0,2.2035,34.5315,27.6057,67.9,0.69,30.2,0.033,0.132,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1637.0,2.2095,34.5303,27.6043,67.7,0.68,29.6,0.033,0.14400000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1637.0,2.1949,34.533,27.6076,67.9,0.71,30.7,0.037000000000000005,0.14800000000000002,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1637.1,2.189,34.535,27.6097,67.9,0.7,30.2,0.024,0.142,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1638.0,2.1887,34.5352,27.6099,67.9,0.69,30.1,0.024,0.131,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1638.0,2.2029,34.5319,27.6061,67.9,0.69,30.1,0.035,0.135,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1638.0,2.2096,34.5305,27.6044,67.7,0.69,29.8,0.037000000000000005,0.14,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1638.0,2.1938,34.5335,27.6081,67.9,0.71,30.8,0.037000000000000005,0.133,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1639.0,2.1885,34.5352,27.6099,67.9,0.7,30.3,0.024,0.145,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1639.0,2.2,34.5324,27.6067,67.9,0.7,30.2,0.037000000000000005,0.145,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1639.0,2.2095,34.5305,27.6044,67.7,0.68,29.7,0.037000000000000005,0.14400000000000002,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1639.0,2.1931,34.5336,27.6083,67.8,0.71,30.7,0.037000000000000005,0.139,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1639.8,2.2091,34.5305,27.6045,67.7,0.68,29.6,0.037000000000000005,0.135,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1640.0,2.1884,34.5352,27.6099,67.9,0.7,30.5,0.024,0.139,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1640.0,2.1988,34.5326,27.607,67.9,0.69,30.1,0.03,0.135,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1640.0,2.1923,34.5338,27.6085,67.9,0.71,30.8,0.037000000000000005,0.127,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1641.0,2.1882,34.5352,27.6099,67.9,0.7,30.5,0.024,0.13,
2012-12-0081.ctd,UTC,02/06/2012, 08:28,81,50.0005,-144.99933000000001,P26,Mid-ship,1641.0,2.1986,34.5327,27.6071,67.9,0.69,30.2,0.024,0.145,
2012-12-0098.ctd,UTC,04/06/2012, 03:33,98,49.99967,-144.99933000000001,P26,Mid-ship,1641.0,2.1913,34.5341,27.6088,67.9,0.71,30.8,0.037000000000000005,0.155,
2012-12-0089.ctd,UTC,03/06/2012, 04:13,89,50.00033,-144.9985,P26,Mid-ship,1641.4,2.2077,34.5311,27.6051,67.7,0.69,29.9,0.037000000000000005,0.15,
2012-12-0078.ctd,UTC,02/06/2012, 00:17,78,50.0005,-144.99833999999998,P26,Mid-ship,1642.0,2.1866,34.5357,27.6105,67.9,0.7,30.5,0.024,0.142,
